id,image_url,scientific_name,common_name,genus
781085,https://inaturalist-open-data.s3.amazonaws.com/photos/981517/medium.JPG,Aglais io geisha,,Aglais
845998,https://inaturalist-open-data.s3.amazonaws.com/photos/1071168/medium.JPG,Terias desjardinsii,,Colias
1064728,https://inaturalist-open-data.s3.amazonaws.com/photos/1334887/medium.jpg,Terias brigitta,,Colias
5032265,https://inaturalist-open-data.s3.amazonaws.com/photos/6161529/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
5258895,https://inaturalist-open-data.s3.amazonaws.com/photos/6507493/medium.jpg,Catopsilia florella,,Colias
5435918,https://inaturalist-open-data.s3.amazonaws.com/photos/6687939/medium.jpg,Catopsilia florella,,Colias
5526335,https://inaturalist-open-data.s3.amazonaws.com/photos/6818287/medium.jpg,Terias desjardinsii,,Colias
5635502,https://inaturalist-open-data.s3.amazonaws.com/photos/6971900/medium.jpeg,Terias brigitta,,Colias
5950353,https://inaturalist-open-data.s3.amazonaws.com/photos/7431763/medium.jpg,Aglais io geisha,,Aglais
7086407,https://inaturalist-open-data.s3.amazonaws.com/photos/9104347/medium.jpg,Terias brigitta brigitta,,Colias
7200157,https://static.inaturalist.org/photos/9286413/medium.jpg,Aglais io geisha,,Aglais
7989958,https://inaturalist-open-data.s3.amazonaws.com/photos/10568163/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
8251663,https://inaturalist-open-data.s3.amazonaws.com/photos/10943677/medium.jpg,Catopsilia florella,,Colias
8293513,https://inaturalist-open-data.s3.amazonaws.com/photos/11005175/medium.jpg,Catopsilia florella,,Colias
8438686,https://inaturalist-open-data.s3.amazonaws.com/photos/11240737/medium.jpg,Catopsilia florella,,Colias
8443474,https://static.inaturalist.org/photos/11246961/medium.jpg,Terias,,Colias
8443475,https://static.inaturalist.org/photos/11246963/medium.jpg,Catopsilia florella,,Colias
8501767,https://inaturalist-open-data.s3.amazonaws.com/photos/11343171/medium.jpeg,Terias hecabe solifera,,Colias
8553087,https://inaturalist-open-data.s3.amazonaws.com/photos/11429481/medium.jpeg,Catopsilia florella,,Colias
8645050,https://inaturalist-open-data.s3.amazonaws.com/photos/11574063/medium.jpeg,Catopsilia florella,,Colias
9167013,https://inaturalist-open-data.s3.amazonaws.com/photos/12399188/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
9247432,https://inaturalist-open-data.s3.amazonaws.com/photos/12519975/medium.jpg,Catopsilia florella,,Colias
9351313,https://inaturalist-open-data.s3.amazonaws.com/photos/12691164/medium.jpeg,Terias brigitta,,Colias
9381012,https://inaturalist-open-data.s3.amazonaws.com/photos/12741640/medium.jpg,Terias brigitta brigitta,,Colias
9381616,https://inaturalist-open-data.s3.amazonaws.com/photos/12743296/medium.jpg,Terias floricola floricola,,Colias
9596952,https://inaturalist-open-data.s3.amazonaws.com/photos/13093872/medium.jpg,Colias electo electo,,Colias
9837010,https://inaturalist-open-data.s3.amazonaws.com/photos/13471137/medium.jpeg,Terias,,Colias
10230785,https://inaturalist-open-data.s3.amazonaws.com/photos/14143485/medium.jpeg,Catopsilia florella,,Colias
10291207,https://static.inaturalist.org/photos/14251083/medium.jpg,Colias electo electo,,Colias
10524009,https://static.inaturalist.org/photos/14648518/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
10682423,https://inaturalist-open-data.s3.amazonaws.com/photos/14914822/medium.jpeg,Terias brigitta brigitta,,Colias
10720889,https://inaturalist-open-data.s3.amazonaws.com/photos/14977222/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
10720892,https://inaturalist-open-data.s3.amazonaws.com/photos/14977234/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
10799465,https://inaturalist-open-data.s3.amazonaws.com/photos/15116518/medium.jpg,Terias brigitta brigitta,,Colias
10818631,https://inaturalist-open-data.s3.amazonaws.com/photos/15154442/medium.jpg,Terias brigitta brigitta,,Colias
10822512,https://inaturalist-open-data.s3.amazonaws.com/photos/15162029/medium.jpg,Terias brigitta brigitta,,Colias
10823167,https://inaturalist-open-data.s3.amazonaws.com/photos/15163143/medium.jpg,Terias floricola,,Colias
10840526,https://inaturalist-open-data.s3.amazonaws.com/photos/15197587/medium.jpg,Terias floricola floricola,,Colias
10843384,https://inaturalist-open-data.s3.amazonaws.com/photos/15203549/medium.jpg,Catopsilia florella,,Colias
10845450,https://inaturalist-open-data.s3.amazonaws.com/photos/15207744/medium.jpg,Terias brigitta brigitta,,Colias
10845909,https://inaturalist-open-data.s3.amazonaws.com/photos/15208574/medium.jpg,Catopsilia florella,,Colias
10846216,https://inaturalist-open-data.s3.amazonaws.com/photos/15209244/medium.jpg,Terias hecabe solifera,,Colias
10852426,https://inaturalist-open-data.s3.amazonaws.com/photos/15222482/medium.jpg,Terias hecabe solifera,,Colias
10856311,https://inaturalist-open-data.s3.amazonaws.com/photos/15230154/medium.jpg,Terias brigitta brigitta,,Colias
10865758,https://inaturalist-open-data.s3.amazonaws.com/photos/15248958/medium.jpg,Catopsilia florella,,Colias
10876606,https://inaturalist-open-data.s3.amazonaws.com/photos/15271115/medium.jpg,Catopsilia florella,,Colias
10890547,https://inaturalist-open-data.s3.amazonaws.com/photos/15300061/medium.jpg,Terias floricola floricola,,Colias
10896042,https://inaturalist-open-data.s3.amazonaws.com/photos/15311506/medium.jpg,Catopsilia florella,,Colias
10896831,https://inaturalist-open-data.s3.amazonaws.com/photos/15313142/medium.jpg,Terias hecabe solifera,,Colias
10916284,https://inaturalist-open-data.s3.amazonaws.com/photos/15349523/medium.jpg,Colias electo electo,,Colias
10917878,https://inaturalist-open-data.s3.amazonaws.com/photos/19203698/medium.jpg,Catopsilia florella,,Colias
10918277,https://inaturalist-open-data.s3.amazonaws.com/photos/15353380/medium.jpg,Terias floricola floricola,,Colias
10921468,https://inaturalist-open-data.s3.amazonaws.com/photos/19203828/medium.jpg,Catopsilia florella,,Colias
10942121,https://inaturalist-open-data.s3.amazonaws.com/photos/15385856/medium.jpg,Colias electo electo,,Colias
10942916,https://inaturalist-open-data.s3.amazonaws.com/photos/15387266/medium.jpg,Catopsilia florella,,Colias
10947408,https://inaturalist-open-data.s3.amazonaws.com/photos/15396338/medium.jpg,Terias floricola floricola,,Colias
10949078,https://inaturalist-open-data.s3.amazonaws.com/photos/15399832/medium.jpg,Catopsilia florella,,Colias
10949768,https://inaturalist-open-data.s3.amazonaws.com/photos/15401230/medium.jpg,Catopsilia florella,,Colias
10951413,https://inaturalist-open-data.s3.amazonaws.com/photos/15404596/medium.jpg,Terias brigitta brigitta,,Colias
10951655,https://inaturalist-open-data.s3.amazonaws.com/photos/15405048/medium.jpg,Terias brigitta brigitta,,Colias
10956062,https://inaturalist-open-data.s3.amazonaws.com/photos/19193875/medium.jpg,Catopsilia florella,,Colias
10956545,https://inaturalist-open-data.s3.amazonaws.com/photos/19190748/medium.jpg,Terias brigitta brigitta,,Colias
10959895,https://inaturalist-open-data.s3.amazonaws.com/photos/15422045/medium.jpg,Terias brigitta brigitta,,Colias
10960815,https://inaturalist-open-data.s3.amazonaws.com/photos/15423960/medium.jpg,Terias brigitta brigitta,,Colias
10961134,https://inaturalist-open-data.s3.amazonaws.com/photos/15424620/medium.jpg,Catopsilia florella,,Colias
10962565,https://inaturalist-open-data.s3.amazonaws.com/photos/15427496/medium.jpg,Catopsilia florella,,Colias
10962574,https://inaturalist-open-data.s3.amazonaws.com/photos/15427506/medium.jpg,Terias brigitta brigitta,,Colias
10966787,https://inaturalist-open-data.s3.amazonaws.com/photos/15436573/medium.jpg,Catopsilia florella,,Colias
10968171,https://inaturalist-open-data.s3.amazonaws.com/photos/15439444/medium.jpg,Catopsilia florella,,Colias
10968209,https://inaturalist-open-data.s3.amazonaws.com/photos/15439539/medium.jpg,Terias brigitta brigitta,,Colias
10968454,https://inaturalist-open-data.s3.amazonaws.com/photos/15439987/medium.jpg,Terias brigitta brigitta,,Colias
10974477,https://inaturalist-open-data.s3.amazonaws.com/photos/15450983/medium.jpg,Terias floricola floricola,,Colias
10977363,https://inaturalist-open-data.s3.amazonaws.com/photos/15456389/medium.jpg,Terias brigitta brigitta,,Colias
10982062,https://inaturalist-open-data.s3.amazonaws.com/photos/15466031/medium.jpg,Catopsilia florella,,Colias
10982074,https://inaturalist-open-data.s3.amazonaws.com/photos/15466066/medium.jpg,Catopsilia florella,,Colias
10982335,https://inaturalist-open-data.s3.amazonaws.com/photos/15466647/medium.jpg,Terias brigitta brigitta,,Colias
10985609,https://inaturalist-open-data.s3.amazonaws.com/photos/15473336/medium.jpg,Colias electo electo,,Colias
10986230,https://inaturalist-open-data.s3.amazonaws.com/photos/15474556/medium.jpg,Terias brigitta brigitta,,Colias
10994530,https://inaturalist-open-data.s3.amazonaws.com/photos/15489427/medium.jpg,Colias electo electo,,Colias
10995592,https://inaturalist-open-data.s3.amazonaws.com/photos/15491284/medium.jpg,Terias brigitta brigitta,,Colias
10995737,https://inaturalist-open-data.s3.amazonaws.com/photos/15490257/medium.jpeg,Coliadinae,Желтушки,Colias
10997468,https://inaturalist-open-data.s3.amazonaws.com/photos/15494872/medium.jpg,Catopsilia florella,,Colias
10998194,https://inaturalist-open-data.s3.amazonaws.com/photos/15496005/medium.jpg,Terias floricola floricola,,Colias
10998552,https://inaturalist-open-data.s3.amazonaws.com/photos/15496799/medium.jpg,Terias floricola floricola,,Colias
10998559,https://inaturalist-open-data.s3.amazonaws.com/photos/15496813/medium.jpg,Terias brigitta brigitta,,Colias
11000292,https://inaturalist-open-data.s3.amazonaws.com/photos/15499910/medium.jpg,Catopsilia florella,,Colias
11000875,https://inaturalist-open-data.s3.amazonaws.com/photos/19248476/medium.jpg,Terias brigitta brigitta,,Colias
11001013,https://inaturalist-open-data.s3.amazonaws.com/photos/15501449/medium.jpg,Catopsilia florella,,Colias
11003402,https://inaturalist-open-data.s3.amazonaws.com/photos/15506337/medium.jpg,Catopsilia florella,,Colias
11005368,https://inaturalist-open-data.s3.amazonaws.com/photos/15510486/medium.jpg,Catopsilia florella,,Colias
11006600,https://inaturalist-open-data.s3.amazonaws.com/photos/15512979/medium.jpg,Catopsilia florella,,Colias
11034464,https://inaturalist-open-data.s3.amazonaws.com/photos/19248611/medium.jpg,Catopsilia florella,,Colias
11039192,https://inaturalist-open-data.s3.amazonaws.com/photos/15575336/medium.jpg,Colias electo electo,,Colias
11048301,https://inaturalist-open-data.s3.amazonaws.com/photos/15592992/medium.jpg,Terias brigitta brigitta,,Colias
11062525,https://inaturalist-open-data.s3.amazonaws.com/photos/15608103/medium.jpg,Catopsilia florella,,Colias
11062528,https://inaturalist-open-data.s3.amazonaws.com/photos/15608108/medium.jpg,Terias brigitta brigitta,,Colias
11088755,https://inaturalist-open-data.s3.amazonaws.com/photos/15658771/medium.jpg,Terias brigitta brigitta,,Colias
11113091,https://inaturalist-open-data.s3.amazonaws.com/photos/15708105/medium.jpg,Terias brigitta brigitta,,Colias
11113098,https://inaturalist-open-data.s3.amazonaws.com/photos/15708120/medium.jpg,Terias brigitta brigitta,,Colias
11117573,https://inaturalist-open-data.s3.amazonaws.com/photos/15716760/medium.jpg,Catopsilia florella,,Colias
