id,image_url,scientific_name,common_name,genus
845998,https://inaturalist-open-data.s3.amazonaws.com/photos/1071168/medium.JPG,Terias desjardinsii,,Colias
5435918,https://inaturalist-open-data.s3.amazonaws.com/photos/6687939/medium.jpg,Catopsilia florella,,Colias
5526335,https://inaturalist-open-data.s3.amazonaws.com/photos/6818287/medium.jpg,Terias desjardinsii,,Colias
5950353,https://inaturalist-open-data.s3.amazonaws.com/photos/7431763/medium.jpg,Aglais io geisha,,Aglais
8501767,https://inaturalist-open-data.s3.amazonaws.com/photos/11343171/medium.jpeg,Terias hecabe solifera,,Colias
8553087,https://inaturalist-open-data.s3.amazonaws.com/photos/11429481/medium.jpeg,Catopsilia florella,,Colias
10840526,https://inaturalist-open-data.s3.amazonaws.com/photos/15197587/medium.jpg,Terias floricola floricola,,Colias
10856311,https://inaturalist-open-data.s3.amazonaws.com/photos/15230154/medium.jpg,Terias brigitta brigitta,,Colias
10896042,https://inaturalist-open-data.s3.amazonaws.com/photos/15311506/medium.jpg,Catopsilia florella,,Colias
10896831,https://inaturalist-open-data.s3.amazonaws.com/photos/15313142/medium.jpg,Terias hecabe solifera,,Colias
10918277,https://inaturalist-open-data.s3.amazonaws.com/photos/15353380/medium.jpg,Terias floricola floricola,,Colias
10921468,https://inaturalist-open-data.s3.amazonaws.com/photos/19203828/medium.jpg,Catopsilia florella,,Colias
10951413,https://inaturalist-open-data.s3.amazonaws.com/photos/15404596/medium.jpg,Terias brigitta brigitta,,Colias
10960815,https://inaturalist-open-data.s3.amazonaws.com/photos/15423960/medium.jpg,Terias brigitta brigitta,,Colias
10961134,https://inaturalist-open-data.s3.amazonaws.com/photos/15424620/medium.jpg,Catopsilia florella,,Colias
10962574,https://inaturalist-open-data.s3.amazonaws.com/photos/15427506/medium.jpg,Terias brigitta brigitta,,Colias
10995737,https://inaturalist-open-data.s3.amazonaws.com/photos/15490257/medium.jpeg,Coliadinae,Желтушки,Colias
11003402,https://inaturalist-open-data.s3.amazonaws.com/photos/15506337/medium.jpg,Catopsilia florella,,Colias
11005368,https://inaturalist-open-data.s3.amazonaws.com/photos/15510486/medium.jpg,Catopsilia florella,,Colias
11006600,https://inaturalist-open-data.s3.amazonaws.com/photos/15512979/medium.jpg,Catopsilia florella,,Colias
11048301,https://inaturalist-open-data.s3.amazonaws.com/photos/15592992/medium.jpg,Terias brigitta brigitta,,Colias
11062528,https://inaturalist-open-data.s3.amazonaws.com/photos/15608108/medium.jpg,Terias brigitta brigitta,,Colias
11155668,https://inaturalist-open-data.s3.amazonaws.com/photos/15789833/medium.jpg,Catopsilia florella,,Colias
11170064,https://inaturalist-open-data.s3.amazonaws.com/photos/15818516/medium.jpg,Terias floricola floricola,,Colias
11187314,https://inaturalist-open-data.s3.amazonaws.com/photos/15851947/medium.jpg,Terias brigitta brigitta,,Colias
11204785,https://inaturalist-open-data.s3.amazonaws.com/photos/15885825/medium.jpg,Colias electo electo,,Colias
11244298,https://inaturalist-open-data.s3.amazonaws.com/photos/15964820/medium.jpg,Terias brigitta brigitta,,Colias
11244940,https://inaturalist-open-data.s3.amazonaws.com/photos/15965953/medium.jpg,Catopsilia florella,,Colias
11253864,https://inaturalist-open-data.s3.amazonaws.com/photos/15985211/medium.jpg,Catopsilia florella,,Colias
11258235,https://inaturalist-open-data.s3.amazonaws.com/photos/15995488/medium.jpg,Catopsilia florella,,Colias
11269020,https://inaturalist-open-data.s3.amazonaws.com/photos/16017942/medium.jpg,Catopsilia florella,,Colias
11290988,https://inaturalist-open-data.s3.amazonaws.com/photos/19232108/medium.jpg,Terias brigitta,,Colias
11312029,https://inaturalist-open-data.s3.amazonaws.com/photos/16102993/medium.jpg,Catopsilia florella,,Colias
11313674,https://inaturalist-open-data.s3.amazonaws.com/photos/16106117/medium.jpg,Catopsilia florella,,Colias
11314720,https://inaturalist-open-data.s3.amazonaws.com/photos/16107911/medium.jpg,Terias brigitta brigitta,,Colias
11314736,https://inaturalist-open-data.s3.amazonaws.com/photos/16107940/medium.jpg,Catopsilia florella,,Colias
11318505,https://inaturalist-open-data.s3.amazonaws.com/photos/16114820/medium.jpg,Terias brigitta brigitta,,Colias
12748761,https://inaturalist-open-data.s3.amazonaws.com/photos/18466796/medium.jpeg,Colias electo electo,,Colias
13229537,https://inaturalist-open-data.s3.amazonaws.com/photos/19348234/medium.jpeg,Catopsilia florella,,Colias
13604966,https://inaturalist-open-data.s3.amazonaws.com/photos/20017421/medium.jpeg,Terias desjardinsii regularis,,Colias
13736286,https://inaturalist-open-data.s3.amazonaws.com/photos/20243149/medium.jpeg,Colias electo electo,,Colias
13791569,https://inaturalist-open-data.s3.amazonaws.com/photos/20339002/medium.jpeg,Catopsilia florella,,Colias
14065553,https://inaturalist-open-data.s3.amazonaws.com/photos/20817703/medium.jpeg,Terias brigitta brigitta,,Colias
14983546,https://inaturalist-open-data.s3.amazonaws.com/photos/22350728/medium.jpg,Catopsilia florella,,Colias
15126223,https://inaturalist-open-data.s3.amazonaws.com/photos/22594626/medium.jpeg,Terias desjardinsii regularis,,Colias
16470104,https://inaturalist-open-data.s3.amazonaws.com/photos/24778889/medium.jpeg,Catopsilia florella,,Colias
16619884,https://inaturalist-open-data.s3.amazonaws.com/photos/25008256/medium.jpg,Terias brigitta brigitta,,Colias
17707174,https://inaturalist-open-data.s3.amazonaws.com/photos/26991308/medium.jpg,Aglais io,Дневной павлиний глаз,Aglais
18401185,https://inaturalist-open-data.s3.amazonaws.com/photos/28125967/medium.jpg,Aglais io geisha,,Aglais
18840387,https://inaturalist-open-data.s3.amazonaws.com/photos/28861150/medium.jpg,Aglais io,Дневной павлиний глаз,Aglais
18962062,https://inaturalist-open-data.s3.amazonaws.com/photos/29069896/medium.jpg,Catopsilia florella,,Colias
19270993,https://inaturalist-open-data.s3.amazonaws.com/photos/29615135/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
19655764,https://inaturalist-open-data.s3.amazonaws.com/photos/30271130/medium.jpeg,Catopsilia florella,,Colias
19679222,https://inaturalist-open-data.s3.amazonaws.com/photos/30310545/medium.jpg,Aglais io,Дневной павлиний глаз,Aglais
19710375,https://inaturalist-open-data.s3.amazonaws.com/photos/30364584/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
19925952,https://inaturalist-open-data.s3.amazonaws.com/photos/30738084/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
20162105,https://inaturalist-open-data.s3.amazonaws.com/photos/31103084/medium.jpeg,Catopsilia florella,,Colias
20173996,https://inaturalist-open-data.s3.amazonaws.com/photos/31128736/medium.jpeg,Catopsilia florella,,Colias
20195548,https://inaturalist-open-data.s3.amazonaws.com/photos/31169898/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
20276499,https://inaturalist-open-data.s3.amazonaws.com/photos/31300374/medium.jpeg,Terias hecabe solifera,,Colias
20408495,https://inaturalist-open-data.s3.amazonaws.com/photos/31514167/medium.jpg,Aglais io geisha,,Aglais
21054112,https://inaturalist-open-data.s3.amazonaws.com/photos/32526075/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
21709228,https://inaturalist-open-data.s3.amazonaws.com/photos/33612679/medium.jpeg,Catopsilia florella,,Colias
21709257,https://inaturalist-open-data.s3.amazonaws.com/photos/33613661/medium.jpeg,Terias floricola floricola,,Colias
22205949,https://inaturalist-open-data.s3.amazonaws.com/photos/34381202/medium.jpg,Catopsilia florella,,Colias
22402397,https://inaturalist-open-data.s3.amazonaws.com/photos/34698671/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
22755847,https://inaturalist-open-data.s3.amazonaws.com/photos/35265544/medium.jpg,Catopsilia florella,,Colias
23120654,https://inaturalist-open-data.s3.amazonaws.com/photos/35841461/medium.jpeg,Catopsilia florella,,Colias
24520530,https://inaturalist-open-data.s3.amazonaws.com/photos/37914935/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
24877360,https://inaturalist-open-data.s3.amazonaws.com/photos/38480286/medium.jpg,Aglais io,Дневной павлиний глаз,Aglais
24930743,https://inaturalist-open-data.s3.amazonaws.com/photos/38567975/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
25118018,https://inaturalist-open-data.s3.amazonaws.com/photos/38875564/medium.jpg,Terias brigitta brigitta,,Colias
25255793,https://inaturalist-open-data.s3.amazonaws.com/photos/39099577/medium.jpeg,Aglais io,Дневной павлиний глаз,Aglais
25496802,https://inaturalist-open-data.s3.amazonaws.com/photos/39499312/medium.jpg,Aglais io,Дневной павлиний глаз,Aglais
